,id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,job_benefits,company_process_time,company_size,company_industry,job_description
5454,5454,Telemarketing Specialist,Bali,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Tip;Asuransi kesehatan;Jam Bekerja yang Panjang;Bisnis (contoh: Kemeja),21 days,1- 50 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,"KualifikasiUsia 19 – 37 tahunPendidikan minimal SMA atau sederajatBerpengalaman dalam bidang Sales, Marketing / PenjualanMempunyai pengalaman dalam teknik penjualan Cold CallingDapat mengoperasikan dan mengerti computer (Ms. Office dan lain-lain)Mampu bekerja dengan tim maupun individuInovatif, Loyal, bertanggung jawab, Kreatif, dan Komunikatif, serta kemampuan berbicara dengan klien/customers menggunakan Bahasa Indonesia yang baik dan benar, (mempunyai kemampuan bahasa asing menjadi nilai +)Mampu bekerja dibawah tekanan apabila target tidak tercapaiMampu bekerja dari rumah ( Keadaan sekitar wajib kondusif dan tenang )Mempunyai Perangkat Komputer/Laptop dan HeadphoneMempunyai akses internet yang stabil ( Saran, sambungan LAN ke Komputer/Laptop )Tugas dan Tanggung JawabMengkonfirmasi pemesanan yang dilakukan oleh klien melalui aplikasi/program perusahaanFollow up kelanjutan pemesananMencapai targetMemastikan kepuasan klienMenyusun strategi penjualanBekerja secara shift (apabila dibutuhkan)Benefit dan Jam Kerja Working Hours (6 hari kerja)Shift 1 = 08:00 - 16:00Shift 2 = 13:00 - 21:00Shift 3 = 22:00 - 06:00BenefitsGaji UMR daerah domisili masing-masingUnlimited Bonus dari penjualan"
5457,5457,Staff Accounting Bekasi,Bekasi,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan","Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",29 days,201 - 500 pekerja,Retail/Merchandise,"Memelihara dokumen sistem dan dataMelakukan kegiatan-kegiatan AccountingMelakukan input data, rekap data dan dokumentasiMembuat laporan-laporan keuangan yang dibutuhkan perusahaanMempunyai pengalaman di bidang pajak Persyaratan:Pendidikan minimal S1, Semua jurusanMenguasai Ms. Office dan Ms. ExcelMempunyai loyalitas tinggi, jujur, rapi, teliti dan bertanggung jawab pada setiap tugas yang diberikanMemiliki kemampuan untuk belajar, mudah beradaptasi dan pekerja kerasMemiliki sikap disiplin yang baikBersedia bekerja di wilayah Summarecon BekasiBersedia bekerja hari Sabtu Full Day"
5459,5459,System Integration Engineer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",18 days,1- 50 pekerja,Perbankan/Pelayanan Keuangan,"Why Explore a Career at GajiGesaWe are pushing the boundaries of what true financial wellness can be. Some ideas don’t work and we are ok with that. We can debate ideas as much as we want, but there is no substitute for building products and getting feedback from users.We believe diversity of thought is critical. Surrounding yourself with smart peers from diverse backgrounds should drive you. We are a passionate group of technologists, creators, and teachers that challenge each other respectfully!Job DescriptionHelp the client integrate with GajiGesa APIs. This will include documenting the APIs, having calls with the client to help them understand the APIs, and providing support during the client development.Manage a relationship with customers including thoroughly documenting casework, driving the quickest resolution possible to the customer's issues.Use trace analysis, source code, and other debugging tools to analyze problems and develop solutions to meet customer needs. May involve writing code.Understand technical issues and triage effectivelyCommunicate complex technical topics clearly in written and spoken English with customers via tickets, hangouts calls, etc.Participate in the on-call rotation to provide emergency customer responseThrive at a fast pace, be extremely flexible, and be able to work with ambiguity.RequirementsKnowledge about: Javascript, NodeJS & REST APIs2 - 4 years of work experience preferred.Engineering in Computers or equivalent,Ability to understand technical issues and communicate this effectively to clients.Experience with support platforms (e.g. Zendesk, SalesForce.com, etc.) preferredGood communication skills.Ability to triage and debug bugs.Comfortable working in GMT +6:30 to +8:00 time zone"
5470,5470,Manager Tax & Pajak,Jakarta Raya,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak","Waktu regular, Senin - Jumat;BPJS Kesehatan, BPJS Ketenagakerjaan, Komisi dan Bonus;Rapi dan Sopan",27 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,"Kandidat harus memiliki setidaknya Gelar Sarjana, (Perpajakan/Keuangan/Akuntansi/Perbankan atau setara)Minimal memiliki USKP B atau CBahasa yang harus dimiliki: English, Bahasa IndonesiaSetidaknya memiliki 5 tahun pengalaman dalam bidang yang sesuai untuk posisi ini.Kemampuan yang harus dimiliki: Sangat Mengerti Perpajakan; Memahami Peraturan Perpajakan; Suka membaca peraturan perpajakan dan update tentang peraturan perpajakan; Mampu membuat RUMUS PPh 21(Gross/Gross Up); Mampu membuat rumus terkait PPh With Holding Tax, Mampu membuat & mereview Laporan Keuangan; Mampu bekerja secara detail dan secara logis; Mampu menjadi pemimpin yang bisa diandalkan dan penuh tanggung jawab; Mampu mengimplementasikan peraturan perpajakan dengan tepat, Memiliki Time Table yang baik.Berpengalaman melakukan restitusi, Pemeriksaan, Keberatan sampai dengan gugatan, berpengapalam dalam pengajuan SKBLebih disukai Manajer/Asisten Manajer khusus dalam Keuangan - Audit/Pajak atau setara."
5491,5491,Admin Data,Jakarta Pusat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",Parkir;Kasual (contoh: Kaos);BPJS Ketenagakerjaan;Senin-Sabtu,28 days,51 - 200 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,KUALIFIKASI:Pengalaman minimum 1 tahun sebagai Admin DataLulusan dari Jurusan Matematika/Statistika/EkonomiMemahami konsep statistika dan matematikWajib menguasai rumus-rumus ExcelMampu untuk memvisualisasikan dataMemiliki kemampuan berkomunikasi dengan klienMampu bekerja dengan tim dan bekerja sendiriDESKRIPSI PEKERJAANMelakukan pengaturan administrasiMenyusun dan membuat laporanMerekap DataMelakukan Clensing Data
5493,5493,SENIOR AREA SALES MANAGER SYARIAH,Kota Banda Aceh,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Tunjangan Pendidikan;Tip;Asuransi kesehatan;Olahraga (contoh: pusat kebugaran);Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",7 days,2001 - 5000 pekerja,Asuransi,"SENIOR AREA SALES MANAGER (ASM) SYARIAHMenjadi pemimpin bagi tenaga pemasar Bancassurance Specialist Syariah dan melakukan monitoring terhadap pencapaian target Bancassurance Specialist Syariah serta melakukan perencanaan penjualan. Penempatan :ACEH (Banda Aceh)MAKASSAR TANGERANG SELATANPADANGKualifikasi:Usia 27 - 35 tahun.Pendidikan S1 Semua Jurusan.Wajib memiliki pengalaman minimal 2 tahun sebagai leader/SPV/Manager bagian marketing asuransi jiwa, perbankan atau financial industry.Berpenampilan rapi.Memiliki kemampuan komunikasi, presentasi yang baik.Berorientasi dengan target.Tidak tercatat aktif AAJI dan AASI.Deskripsi Pekerjaan:Menjadi pemimpin bagi tenaga pemasar Bancassurance Specialist Syariah.Melakukan monitoring terhadap pencapaian target Bancassurance Specialist Syariah.Melakukan perencanaan penjualan.Membangun hubungan baik dengan pihak internal (Bank BSI) dan Eksternal (Perusahaan).Manfaat yang diperoleh:Tunjangan dasar setiap bulan.Komisi bulanan tidak terbatas.Tunjangan transportasi setiap bulan.Kesempatan karir terbuka luas.Kesempatan mendapat trip kontes.Bonus quartal dan tahunan.Training berkelanjutan dan bersertifikat dari BNI Life Insurace."
5500,5500,DISTRIBUTION & COLLECTION STAFF - JAKARTA,Jakarta Timur,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum","Asuransi Gigi;Tunjangan Pendidikan;Tip;Asuransi kesehatan;Pinjaman;Olahraga (contoh: pusat kebugaran);Parkir;Penglihatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",29 days,51 - 200 pekerja,Kesehatan/Medis,Visiting customers/outlets to collect payments that are already or before are dueAchieving monthly billing targetsPerforming Courier OperationsDeliver goods to customers/outletsKeep the goods sent in the right conditionReport the results of the implementation of tasks in accordance with applicable procedures as material for evaluation and accountability
5511,5511,Associate General Affair Administration,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Penglihatan;Bisnis (contoh: Kemeja);Monday - Friday,26 days,Lebih dari 5000 pekerja,Manufaktur/Produksi,"Requirements :Bachelor degree from anyfieldAt least have 1-year of working experience in the related fieldExperiences handling General Affair and Immigration Permit for about 1 year or lessHandle GA stock opname, reimbursement, operational driver, office supplyHandle payment voucher for the related operational needsProactive and good at communicationAble to speak and write in EnglishJob Description :Handle immigration permit for the internal employee (TKA)Visit related government office to maintain immigration permit in IndonesiaSupport general affair divisionSupport GA Supervisor to manage driver and submit a voucherUpdating about Covid-19 vaccine for internal employeePrepare task force presentation about regulation, covid, etc"
5525,5525,Sales Executive,Kotawaringin Timur,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel","Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",16 days,201 - 500 pekerja,Perbankan/Pelayanan Keuangan,"Tentang majoomajoo Teknologi Indonesia adalah salah satu perusahaan yang bergerak di bidang aplikasi wirausaha lengkap mulai dari pengelolaan penjualan,pelanggan, pembayaran, inventori, keuangan, karyawan sampai dengan pembiayaan usaha. Saat ini majoo sedang mencari Sales Executive untuk ditempatkan di Sampit dengan kualifikasi dan deskripsi pekerjaan sebagai berikut.Deskripsi PekerjaanMengumpulkan daftar merchant potensialMeningkatkan penjualan secara efektif (direct selling/ meeting)Melakukan demonstrasi produk berdasarkan kebutuhan merchant (edukasi dan instalasi aplikasi Majoo)Berkoordinasi dengan atasan dan divisi terkait (terkait pembayaran)Penempatan SampitKualifikasiPendidikan minimal SMA atau sederajatMemiliki pengalaman kerja di bidang sales minimal 1 tahunUsia maksimal 35 tahunMemiliki kendaraan pribadi dan SIM-C (minimal)Aktif dalam komunitas atau organisasi akan menjadi nilai tambahKomunikatif, bisa bekerjasama dalam tim, dan menyukai bekerja di lapanganMempunyai smartphone android dan aktif dalam bersosial mediaKompensasi dan BenefitBPJS Kesehatan dan KetenagakerjaanInsentifJam kerja yang fleksibelFasilitasTools Kit (Tablet, brosur, bluetooth printer, dan lanyard)"
5526,5526,General Administration & Logistic,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM",Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum","Tunjangan Pendidikan;Waktu regular, Senin - Jumat",21 days,1- 50 pekerja,Umum & Grosir,"Kualifikasi:Pendidikan minimal SMA/SMKBerpengalaman Minimal 2 TahunMampu bekerjasama dalam tim, berintegritas, pekerja keras, memiliki semangat kerja, jujur & bertanggung jawab, kreatif,komunikatif, dan proaktifMempunyai pengalaman organisasiMampu mengoperasikan komputer, minimal Microsoft Excel, MS Word, MS Power PointFamiliar dengan Internet & Aplikasi Platform OnlineTanggung Jawab:Supporting dokumen administrasi perusahaan serta update pengiriman barangMenjalin hubungan dengan pihak buyer dan vendor terkait dengan pengiriman barang Menangani kegiatan administrasi dan pelaporannya serta mengatur kebutuhan rumah tangga perusahaan (General Affair)Mengarsip dokumen administrasi dan laporan keuanganMemanage email maupun konten platform online terkait logistik (update pengiriman, informasi, dan lain- lain terkait pengiriman barang)Menangani kebutuhan dan kendala dengan klien"
5535,5535,Technical Care Manager,Jakarta Utara,IDR,Manajer/Asisten Manajer,3 tahun,Tidak terspesifikasi,Penuh Waktu,"Pelayanan,Teknikal & Bantuan Pelanggan","Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",20 days,51 - 200 pekerja,Kesehatan/Medis,"Latar Belakang :Pendidikan minimal D3/S1 dengan latar belakang Teknik Elektro, Teknik Mekanikal atau setara.Diutamakan yang berpengalaman di bidang alat kesehatan kursi pijat.Memiliki pengalaman kerja minimal 3-5 tahun di bidang dan posisi yang sama.Memiliki orientasi pekerjaan pada kepuasan pelanggan dan pelayanan.Bekerja baik dalam monitoring, analisa, dan penyelesaian masalah.Dapat berkordinasi baik dengan Team Work, cerdas, dan kepemimpinan yang baik.Wajib bisa berbahasa lisan dan tulisan Bahasa Inggris.Deskripsi Pekerjaan:Monitoring dan follow up semua services dan keluhan pelanggan.Monitoring semua kegiatan Team Teknisi di kantor pusat dan kantor cabang.Mengontrol stok sparepart.Mengontrol dan update data services pelanggan.Bertanggungjawab atas pekerjaan Instalasi Produk, Perawatan, Perbaikan dan pengiriman produk untuk mencapai kepuasan pelanggan. Menganalisa sumber daya yang dimiliki untuk meningkatkan kinerja Team Teknisi.Menyelesaikan komplain dan keluhan dari pelanggan.Siap dan Bersedia melakukan kunjungan perbaikan ke rumah customer *jika diperlukan.Bersedia bekerja di hari sabtu/minggu.Berkoordinasi dengan Team Marketing, dan Team Operasional.Dapat membuat laporan dan analisa dalam Bahasa Inggris ke Kantor Pusat."
5542,5542,E-commerce Mandarin(中文运营),Jakarta Raya,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,E-commerce","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",3 days,1- 50 pekerja,Konsultasi (Bisnis & Manajemen),"Kualifikasi :Usia 20-28 tahunBisa bahasa Mandarin Lebih di utamakan.Atau Dipersilahkan untuk yang Lancar berbahasa mandarin atau bisa English.(Fasih berbahasa mandarin Lisan dan Tulisan gaji akan lebih tinggi)Lulusan DIgital Marketing SMA/D3/SI sederajat.Fresh graduate di persilahkan melamar, Atau sudah berpengalaman 1-2 tahun di Digital Marketing.Dapat Mengoprasikan komputer Ms.office, Photoshop,ppt, Ilustrator, Canva dan aplikasi lainya.Dapat Menguasai SEO / SEMMemiliki pengetahuan yang kuat pada analisis situs Web (misalnya, Google Analytics, NetInsight, Omniture, WebTrends)Memiliki pengetahuan dasar/sederhana tentang HTML, CSS, dan JavaScriptMeningkatkan usability, desain, konten dan konversi website perusahaanBISA WORD PRESSSudah Vaksin Minimal dosis Ke 1-2Bertanggung jawab, Jujur, Serta Terampil.Jobdesk:Bertugas menciptakan konten yang berkualitasBertugas mendapat informasi produk atau jasa yang ditawarkan.Dapat memastikan konten yang dibuat menarik dan sesuai dengan target market.Bertugas menjangkau target pasar melalui platform sosial media seperti Facebook, Instagram, Linkedin, Twitter, Youtube, Tiktok,Dapat membangun strategi brand Awarenes produk.Bertugas melakukan pemasaran melalui mesin pencari (seperti google, safari, dll) untuk pemasarkan produk/jasa menggunakan situs web bisnis.Dapat menggunakan SEO agar website berada di range kolom pencarian Dapat Membuat web Baru dan membuat web lebih rapih dan banyak pengunjung. 1. Membuat Campaign Digital marketing, termasuk web, SEO/SEM, email, media sosial, dan iklan bergambar Membuat strategi atau target pemasaran untuk sales, CRO, CRC Mengembangkan dan membuat konten facebook, Instagram dan seluruh media yang di miliki Suzuki. Membuat seluruh design promosi yang di butuhkan seluruh department. Membuat konten artikel untuk website. Menganalis website dari kompetitor untuk lebih terfokus menaikan ranking pada rank google. Membuat daftar konten yang di butuhkan para Premiere Pro●Photoshop●Bridge●Audition●InDesign●IllustratorResearch and Development of product, colors, packaging.Improvement of machine.Working on the packaging and graphic design.Presentations clients or account managers concept ofproduct design and packaging in English.Research & Development product design by gatheringinformation and data.Working with a wide range of media, includingphotography and computer-aided design (CAD).Proofreading to produce accurate and high-quality work.Working on product graphic design and color instruction.● Computer literacy ● Research ● Analysis ● Marketing Research ● Google Document ● Google Slide ● Google Sheet ● Marketing Analyst ● Project Planning ● Project Budgeting ● Project Implementation ● Project Management:A. Memasang seo pada website dengan menghubungkan yoast dan google console B. Meningkatkan traffic pada SEO web Cobra Dental C. mengatur seo artikel seperti, menambahkan kata kunci, menginput backlink internal & eksternal, mengatur jadwal post, dsb. D. Membuat campaign iklan di facebook dan instagram untuk mendapatkan banyak leads dan mendapatkan hasil penjualan. E. Membuat konten social media update untuk meningkatkan jumlah followers, jumlah interaction, jumlah reach dan sebagainya. F. Memasang iklan di google ads dengan Search enginee, google display network, dan video youtube. Untuk meningkatkan traffic pencarian di serach enginee, untuk brand awareness, untuk meningkankan penjualan, serta meningkatkan view video di youtube Cobra Dental G. Mengatur jadwal posting disocial media agar tepat waktu, dapat meningkatkan reach, interaksi , dsb. H. Maintenance website official Cobra Dental, untuk mengatur konten website, memasang tombol, menganalisa backlink, dsb.Maintain good relationship with existing customer and new customer Answering customer queries about product spesifications and create quotation Telemarketing and Canvassing to get new prospects Designing and implementing marketing plans for company products Doing market research to identify opportunities for promotion and growth Creating performance repor1. . Create website layout using HTML, CSS, Javascript/jQuery and Wordpress as CMS2. Integrate back-end services and database using PHP, MySQL3. Cooperate with UI/UX designers to match visual design intent4. Be responsibile for maintaining, expanding, and scaling client's website1. Check for duplicate pages2. The content scenario3. Competitive analyst4. (page parameters and page parameters)5. Recommended page optimization6. (meta, heading, 301 redirection/canonical and internal link strategy)7. Creating a scheme and implementing link building8. Link Building Scheme9. Negotiation10. Apple To Apple For On & Off - Website Analyst11. Keyword ResearchBENEFIT:Gaji bisa di bicarakan ketika interview/yang mempunyai skill lebih tinggi akan mendapatkan Tambahan gajiDapat fasilitas Mess dan Makan GRATISSetelah masa percobaan akan ada BPJS ketenaga kerjaanTHR, BONUS IMLEK, Serta uang kerajinanKalau bisa bahasa mandarin gaji lebih besar WEB DESIGNER. Menguasai software design (Photoshop, Adobe Illustrator, Procreate) dan CSS, HTML, Bootstrap, dan Figma. Mampu membuat design iklan, banner & brosur. Paham terhadap platform sosial media (Instagram, Facebook, Youtube, Tiktok), Mampu bekerja dalam tim. Portfolio:Kenapa harus Melamar kerja ke kami ??????Karena dapat kerja dari kami GRATIS serta dapat menunjang jenjang Karir.Serta bakal ada fasilitas-fasilitas lainnya.Jam Interview : Senin-Sabtu Pukul 08:00-17.00 wibWebsite : xiyatu.idInstagram :https://www.instagram.com/seattleintermediary16/"
